id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
W04-1705,0.0,0.0,0.0,Indexing Student Essays Paragraphs using LSA over an Integrated Ontological,Indexing Student Essays Paragraphs Using LSA Over An Integrated Ontological Space,Indexing Student Essays Paragraphs Using LSA Over An Integrated Ontological Space,Indexing Student Essays Paragraphs using LSA over an Integrated Ontological
J09-4007,-1,0.0,-1,,Kernel Methods for Minimally Supervised WSD,Kernel Methods for Minimally Supervised WSD,
N07-1043,-1,0.0,-1,,An Integrated Approach to Measuring Semantic Similarity between Words Using Information Available on the Web,An Integrated Approach to Measuring Semantic Similarity between Words Using Information Available on the Web,
L08-1508,-1,0.0,-1,,The MoveOn Motorcycle Speech Corpus,The MoveOn Motorcycle Speech Corpus,
W06-1616,-1,0.0,-1,,Incremental Integer Linear Programming For Non-Projective Dependency Parsing,Incremental Integer Linear Programming For Non-Projective Dependency Parsing,
S10-1044,-1,0.0,-1,,FBK_NK: A WordNet-Based System for Multi-Way Classification of Semantic Relations,FBK_NK: A WordNet-Based System for Multi-Way Classification of Semantic Relations,
W10-4132,0.0,0.0,0.0,Adaptive Chinese Word Segmentation with Online Passive - Aggressive Algorithm,Adaptive Chinese Word Segmentation with Online Passive-Aggressive Algorithm,Adaptive Chinese Word Segmentation with Online Passive-Aggressive Algorithm,Adaptive Chinese Word Segmentation with Online Passive - Aggressive Algorithm
D12-1062,-1,0.0,-1,,Joint Inference for Event Timeline Construction,Joint Inference for Event Timeline Construction,
W00-1009,0.0,0.0,0.0,I I I _ I ! I I , _ 1 I I _ I I I1 !,A Common Theory Of Information Fusion From Multiple Text Sources Step One: Cross-Document Structure,A Common Theory Of Information Fusion From Multiple Text Sources Step One: Cross-Document Structure,I I I _ I ! I I , _ 1 I I _ I I I1 !
C08-1054,-1,0.0,-1,,Coordination Disambiguation without Any Similarities,Coordination Disambiguation without Any Similarities,
W11-1912,-1,0.0,-1,,An Incremental Model for Coreference Resolution with Restrictive Antecedent Accessibility,An Incremental Model for Coreference Resolution with Restrictive Antecedent Accessibility,
I05-2036,-1,0.0,-1,,Representing Semantics of Texts - a Non-Statistical Approach,Representing Semantics of Texts - a Non-Statistical Approach,
W06-3402,-1,0.0,-1,,Off-Topic Detection In Conversational Telephone Speech,Off-Topic Detection In Conversational Telephone Speech,
P07-1100,-1,0.0,-1,,Learning to Compose Effective Strategies from a Library of Dialogue Components,Learning to Compose Effective Strategies from a Library of Dialogue Components,
W00-0504,-1,0.0,-1,,Mandarin-English Information (MEI): Investigating Translingual Speech Retrieval,Mandarin-English Information (MEI): Investigating Translingual Speech Retrieval,
W09-3408,-1,0.0,-1,,Basic Language Resources for Diverse Asian Languages: A Streamlined Approach for Resource Creation,Basic Language Resources for Diverse Asian Languages: A Streamlined Approach for Resource Creation,
P05-1048,-1,0.0,-1,,Word Sense Disambiguation Vs. Statistical Machine Translation,Word Sense Disambiguation Vs. Statistical Machine Translation,
W13-3303,-1,0.0,-1,,Implicitation of Discourse Connectives in (Machine) Translation,Implicitation of Discourse Connectives in (Machine) Translation,
N10-1011,-1,0.0,-1,,Visual Information in Semantic Representation,Visual Information in Semantic Representation,
P05-2002,-1,0.0,-1,,Understanding The Thematic Structure Of The Qur'an: An Exploratory Multivariate Approach,Understanding The Thematic Structure Of The Qur'an: An Exploratory Multivariate Approach,
H90-1064,-1,0.0,-1,,The Lincoln Continuous Tied-Mixture HMM Speech Recognizer*,The Lincoln Continuous Tied-Mixture HMM Speech Recognizer*,
W03-1312,-1,0.0,-1,,Identification Of Patients With Congestive Heart Failure Using A Binary Classifier: A Case Study,Identification Of Patients With Congestive Heart Failure Using A Binary Classifier: A Case Study,
W06-1109,-1,0.0,-1,,Study Of Some Distance Measures For Language And Encoding Identification,Study Of Some Distance Measures For Language And Encoding Identification,
W93-0103,1.0,1.0,1.0,,,Lexical Concept Acquisition From Collocation Map,Lexical Concept Acquisition From Collocation Map
W09-1209,-1,0.0,-1,,Multilingual Dependency Learning: Exploiting Rich Features for Tagging Syntactic and Semantic Dependencies,Multilingual Dependency Learning: Exploiting Rich Features for Tagging Syntactic and Semantic Dependencies,
P11-4023,-1,0.0,-1,,IMASS: An Intelligent Microblog Analysis and Summarization System,IMASS: An Intelligent Microblog Analysis and Summarization System,
N04-1037,-1,0.0,-1,,The (Non)Utility Of Predicate-Argument Frequencies For Pronoun Interpretation,The (Non)Utility Of Predicate-Argument Frequencies For Pronoun Interpretation,
P93-1039,-1,0.0,-1,,Responding To User Queries In A Collaborative Environment,Responding To User Queries In A Collaborative Environment,
W04-0705,-1,0.0,-1,,Applying Coreference To Improve Name Recognition,Applying Coreference To Improve Name Recognition,
P11-1127,-1,0.0,-1,,Minimum Bayes-risk System Combination,Minimum Bayes-risk System Combination,
L08-1561,-1,0.0,-1,,Spatiotemporal Annotation Using MiniSTEx: how to deal with Alternative, Foreign, Vague and/or Obsolete Names?,Spatiotemporal Annotation Using MiniSTEx: how to deal with Alternative, Foreign, Vague and/or Obsolete Names?,
D13-1150,-1,0.0,-1,,Where Not to Eat? Improving Public Policy by Predicting Hygiene Inspections Using Online Reviews,Where Not to Eat? Improving Public Policy by Predicting Hygiene Inspections Using Online Reviews,
W12-2414,-1,0.0,-1,,Domain Adaptation of Coreference Resolution for Radiology Reports,Domain Adaptation of Coreference Resolution for Radiology Reports,
W98-1408,0.0,0.0,0.0,INTRODUCING MAXIMAL VARIATION IN TEXT PLANNING FOR SMALL,Introducing Maximal Variation In Text Planning For Small Domains,Introducing Maximal Variation In Text Planning For Small Domains,INTRODUCING MAXIMAL VARIATION IN TEXT PLANNING FOR SMALL
P11-1162,-1,0.0,-1,,Insights from Network Structure for Text Mining,Insights from Network Structure for Text Mining,
J12-2003,-1,0.0,-1,,Did It Happen? The Pragmatic Complexity of Veridicality Assessment,Did It Happen? The Pragmatic Complexity of Veridicality Assessment,
P11-2058,-1,0.0,-1,,Modeling Wisdom of Crowds Using Latent Mixture of Discriminative Experts,Modeling Wisdom of Crowds Using Latent Mixture of Discriminative Experts,
W04-0108,-1,0.0,-1,,A Comparison Of Two Different Approaches To Morphological Analysis Of Dutch,A Comparison Of Two Different Approaches To Morphological Analysis Of Dutch,
D11-1146,-1,0.0,-1,,A Simple Word Trigger Method for Social Tag Suggestion,A Simple Word Trigger Method for Social Tag Suggestion,
W07-1021,-1,0.0,-1,,Exploring the Use of NLP in the Disclosure of Electronic Patient Records,Exploring the Use of NLP in the Disclosure of Electronic Patient Records,
W07-0707,-1,0.0,-1,,Word Error Rates: Decomposition over POS classes and Applications for Error Analysis,Word Error Rates: Decomposition over POS classes and Applications for Error Analysis,
D11-1044,-1,0.0,-1,,Quasi-Synchronous Phrase Dependency Grammars for Machine Translation,Quasi-Synchronous Phrase Dependency Grammars for Machine Translation,
C02-1077,-1,0.0,-1,,Improved Iterative Scaling Can Yield Multiple Globally Optimal Models With Radically Differing Performance Levels,Improved Iterative Scaling Can Yield Multiple Globally Optimal Models With Radically Differing Performance Levels,
N07-2012,-1,0.0,-1,,A Filter-Based Approach to Detect End-of-Utterances from Prosody in Dialog Systems,A Filter-Based Approach to Detect End-of-Utterances from Prosody in Dialog Systems,
P90-1023,-1,0.0,-1,,Lazy Unification,Lazy Unification,
S10-1093,-1,0.0,-1,,Kyoto: An Integrated System for Specific Domain WSD,Kyoto: An Integrated System for Specific Domain WSD,
W00-0301,-1,0.0,-1,,Lessons Learned In Building Spoken Language Collaborative Interface Agents,Lessons Learned In Building Spoken Language Collaborative Interface Agents,
P05-2005,-1,0.0,-1,,Exploiting Named Entity Taggers In A Second Language,Exploiting Named Entity Taggers In A Second Language,
W09-2502,-1,0.0,-1,,A Proposal on Evaluation Measures for RTE,A Proposal on Evaluation Measures for RTE,
W91-0204,-1,0.0,-1,,Interpretation Without Semantics,Interpretation Without Semantics,
W07-2033,-1,0.0,-1,,GYDER: Maxent Metonymy Resolution,GYDER: Maxent Metonymy Resolution,
W02-0605,-1,0.0,-1,,Using Eigenvectors Of The Bigram Graph To Infer Morpheme Identity,Using Eigenvectors Of The Bigram Graph To Infer Morpheme Identity,
W07-1602,-1,0.0,-1,,Landmark Classification for Route Directions,Landmark Classification for Route Directions,
W10-3814,-1,0.0,-1,,New Parameterizations and Features for PSCFG-Based Machine Translation,New Parameterizations and Features for PSCFG-Based Machine Translation,
P97-1053,-1,0.0,-1,,A Uniform Approach To Underspecification And Parallelism,A Uniform Approach To Underspecification And Parallelism,
W07-2214,-1,0.0,-1,,Pomset mcfgs,Pomset mcfgs,
W13-2901,-1,0.0,-1,,Sentence Simplification as Tree Transduction,Sentence Simplification as Tree Transduction,
C10-1149,0.0,0.0,0.0,Leveraging Multiple MT Engines for Paraphrase Generation Shiqi Zhao,Leveraging Multiple MT Engines for Paraphrase Generation,Leveraging Multiple MT Engines for Paraphrase Generation,Leveraging Multiple MT Engines for Paraphrase Generation Shiqi Zhao
D07-1019,-1,0.0,-1,,Improving Query Spelling Correction Using Web Search Results,Improving Query Spelling Correction Using Web Search Results,
W10-1819,-1,0.0,-1,,Dependency-Based PropBanking of Clinical Finnish,Dependency-Based PropBanking of Clinical Finnish,
M92-1019,-1,0.0,-1,,SRI International FASTUS System MUC-4 Test Results And Analysis,SRI International FASTUS System MUC-4 Test Results And Analysis,
P08-1039,-1,0.0,-1,,Parsing Noun Phrase Structure with CCG,Parsing Noun Phrase Structure with CCG,
W09-3720,-1,0.0,-1,,Disambiguation of Polysemous Verbs for Rule-based Inferencing,Disambiguation of Polysemous Verbs for Rule-based Inferencing,
P98-1027,-1,0.0,-1,,The Logical Structure of Binding,The Logical Structure of Binding,
P13-1034,-1,0.0,-1,,Scaling Semi-supervised Naive Bayes with Feature Marginals,Scaling Semi-supervised Naive Bayes with Feature Marginals,
P10-1069,-1,0.0,-1,,Temporal Information Processing of a New Language: Fast Porting with Minimal Resources,Temporal Information Processing of a New Language: Fast Porting with Minimal Resources,
N01-1021,-1,0.0,-1,,A Probabilistic Earley Parser As A Psycholinguistic Model,A Probabilistic Earley Parser As A Psycholinguistic Model,
P11-1067,-1,0.0,-1,,Neutralizing Linguistically Problematic Annotations in Unsupervised Dependency Parsing Evaluation,Neutralizing Linguistically Problematic Annotations in Unsupervised Dependency Parsing Evaluation,
S12-1080,-1,0.0,-1,,IRIT: Textual Similarity Combining Conceptual Similarity with an N-Gram Comparison Method,IRIT: Textual Similarity Combining Conceptual Similarity with an N-Gram Comparison Method,
D07-1100,-1,0.0,-1,,Multilingual Dependency Parsing Using Global Features,Multilingual Dependency Parsing Using Global Features,
L08-1161,-1,0.0,-1,,Adjectives in the Dutch Semantic Lexical Database CORNETTO,Adjectives in the Dutch Semantic Lexical Database CORNETTO,
W05-0307,0.0,0.0,0.0,Framework for Annotating Information Structure in Discourse,A Framework For Annotating Information Structure In Discourse,A Framework For Annotating Information Structure In Discourse,Framework for Annotating Information Structure in Discourse
W04-0856,0.0,0.0,0.0,Pattern Abstraction and Term Similarity for Word Sense Disambiguation : IRST at,Pattern Abstraction And Term Similarity For Word Sense Disambiguation: IRST At Senseval-3,Pattern Abstraction And Term Similarity For Word Sense Disambiguation: IRST At Senseval-3,Pattern Abstraction and Term Similarity for Word Sense Disambiguation : IRST at
W97-1405,-1,0.0,-1,,Multimodal References In GEORAL TACTILE,Multimodal References In GEORAL TACTILE,
P13-2047,-1,0.0,-1,,English-to-Russian MT evaluation campaign,English-to-Russian MT evaluation campaign,
W13-1303,-1,0.0,-1,,Learning Hierarchical Linguistic Descriptions of Visual Datasets,Learning Hierarchical Linguistic Descriptions of Visual Datasets,
W09-2421,0.0,0.0,0.0,Proceedings of the NAACL HLT Workshop on Semantic Evaluations : Recent Achievements and,Relation detection between named entities: report of a shared task,Relation detection between named entities: report of a shared task,Proceedings of the NAACL HLT Workshop on Semantic Evaluations : Recent Achievements and
D07-1127,-1,0.0,-1,,Global Learning of Labeled Dependency Trees,Global Learning of Labeled Dependency Trees,
P11-3018,-1,0.0,-1,,Predicting Clicks in a Vocabulary Learning System,Predicting Clicks in a Vocabulary Learning System,
P13-2036,-1,0.0,-1,,Enriching Entity Translation Discovery using Selective Temporality,Enriching Entity Translation Discovery using Selective Temporality,
P09-2002,0.0,0.0,0.0,c2009 ACL and AFNLP Bypassed Alignment Graph for Learning Coordination in Japanese Sentences,Bypassed alignment graph for learning coordination in Japanese sentences,Bypassed alignment graph for learning coordination in Japanese sentences,c2009 ACL and AFNLP Bypassed Alignment Graph for Learning Coordination in Japanese Sentences
W09-3535,0.0,0.0,0.0,Proceedings of the 2009 Named Entities Workshop , ACL - IJCNLP 2009 , pages,Tag Confidence Measure for Semi-Automatically Updating Named Entity Recognition,Tag Confidence Measure for Semi-Automatically Updating Named Entity Recognition,Proceedings of the 2009 Named Entities Workshop , ACL - IJCNLP 2009 , pages
W12-0304,-1,0.0,-1,,Google Books N-gram Corpus used as a Grammar Checker,Google Books N-gram Corpus used as a Grammar Checker,
P85-1021,0.0,0.0,0.0,PARSING HEAD - DRIVEN PHRASE STRUCTURE GRAMMAR Derek,Parsing Head-Driven Phrase Structure Grammar,Parsing Head-Driven Phrase Structure Grammar,PARSING HEAD - DRIVEN PHRASE STRUCTURE GRAMMAR Derek
P11-2097,-1,0.0,-1,,Identification of Domain-Specific Senses in a Machine-Readable Dictionary,Identification of Domain-Specific Senses in a Machine-Readable Dictionary,
P12-1056,-1,0.0,-1,,Finding Bursty Topics from Microblogs,Finding Bursty Topics from Microblogs,
C10-2145,-1,0.0,-1,,Citation Author Topic Model in Expert Search,Citation Author Topic Model in Expert Search,
W10-2316,-1,0.0,-1,,Eliminating Redundancy by Spectral Relaxation for Multi-Document Summarization,Eliminating Redundancy by Spectral Relaxation for Multi-Document Summarization,
